	19	207	20 pkte	20
	19	163	17 pkte	17
	19	131	15 pkte	15
	19	49	13 pkte	13
	19	185	11 pkte	11
	19	212	10 pkte	10
	19	79	9 pkte	9
	19	191	8 pkte	8
	19	118	7 pkte	7
	19	93	6 pkte	6
	19	37	5 pkte	5
	19	96	4 pkte	4
	19	81	3 pkte	3
	19	165	2 pkte	2
	19	35	1 pkte	1
	19	41	20 pkte	20
	19	141	17 pkte	17
	19	12	15 pkte	15
	19	157	13 pkte	13
	19	11	11 pkte	11
	19	21	10 pkte	10
	19	184	9 pkte	9
	19	6	8 pkte	8
	19	1	7 pkte	7
	19	91	6 pkte	6
	19	17	5 pkte	5
	19	4	4 pkte	4
	19	209	3 pkte	3
	19	111	2 pkte	2
	19	151	1 pkte	1

